36818,"Arteriovenous anastomosis, open; by upper arm cephalic vein transposition "
36819,"Arteriovenous anastomosis, open; by upper arm basilic vein transposition "
36820,"Arteriovenous anastomosis, open; by forearm vein transposition "
36821,"Arteriovenous anastomosis, open; direct, any site (e.g., Cimino type) (separate procedure) "
36825,Creation of arteriovenous fistula by other than direct arteriovenous anastomosis (separate procedure); autogenous graft 
36830,Creation of arteriovenous fistula by other than direct arteriovenous anastomosis (separate procedure); non autogenous graft 
36832,"Revision, open, arteriovenous fistula; without thrombectomy, autogenous or nonautogenous dialysis graft (separate procedure)"
36833,"Revision, open, arteriovenous fistula; with thrombectomy, autogenous or nonautogenous dialysis graft (separate procedure)"
36838,"Distal revascularization and interval ligation (DRIL), upper extremity hemodialysis access (steal syndrome) "
47010,"Hepatotomy; for open drainage of abscess or cyst, 1 or 2 stages "
47015,"Laparotomy, with aspiration and/or injection of hepatic parasitic (eg, amoebic or echinococcal) cyst(s) or abscess(es "
47100,"Biopsy of liver, wedge "
47120,"Hepatectomy, resection of liver; partial lobectomy "
47122,"Hepatectomy, resection of liver; trisegmentectomy "
47125,"Hepatectomy, resection of liver; total left lobectomy "
47130,"Hepatectomy, resection of liver; total right lobectomy "
47140,"Donor hepatectomy (including cold preservation), from living donor; left lateral segment only (segments II and III) "
47141,"Donor hepatectomy (including cold preservation), from living donor; total left lobectomy (segments II, III and IV) "
47142,"Donor hepatectomy (including cold preservation), from living donor; total right lobectomy (segments V, VI, VII and VIII) "
47300,Marsupialization of cyst or abscess of liver 
47350,Management of liver hemorrhage; simple suture of liver wound or injury 
47360,"Management of liver hemorrhage; complex suture of liver wound or injury, with or without hepatic artery ligatio"
47361,"Management of liver hemorrhage; exploration of hepatic wound, extensive debridement, coagulation and/or suture, with or without packing of liver "
47362,Management of liver hemorrhage; re-exploration of hepatic wound for removal of packing 
47370,"Laparoscopy, surgical, ablation of 1 or more liver tumor(s); radiofrequency "
47371,"Laparoscopy, surgical, ablation of 1 or more liver tumor(s); cryosurgical "
47379,"Unlisted laparoscopic procedure, liver "
47380,"Ablation, open, of 1 or more liver tumor(s); radiofrequency "
47381,"Ablation, open, of 1 or more liver tumor(s); cryosurgical "
47400,"Hepaticotomy or hepaticostomy with exploration, drainage, or removal of calculus "
47420,"Choledochotomy or choledochostomy with exploration, drainage, or removal of calculus, with or without cholecystotomy; without transduodenal sphincterotomy or sphincteroplasty "
47425,"Choledochotomy or choledochostomy with exploration, drainage, or removal of calculus, with or without cholecystotomy; with transduodenal sphincterotomy or sphincteroplasty "
47460,"Transduodenal sphincterotomy or sphincteroplasty, with or without transduodenal extraction of calculus (separate procedure) "
47560,"Laparoscopy, surgical; with guided transhepatic cholangiography, without biopsy "
47561,"Laparoscopy, surgical; with guided transhepatic cholangiography with biopsy "
47700,"Exploration for congenital atresia of bile ducts, without repair, with or without liver biopsy, with or without cholangiography "
47701,"Portoenterostomy (eg, Kasai procedure) "
47711,"Excision of bile duct tumor, with or without primary repair of bile duct; extrahepatic "
47712,"Excision of bile duct tumor, with or without primary repair of bile duct; intrahepatic "
47715,Excision of choledochal cyst 
47760,"Anastomosis, of extrahepatic biliary ducts and gastrointestinal tract "
47765,"Anastomosis, of intrahepatic ducts and gastrointestinal tract "
47780,"Anastomosis, Roux-en-Y, of extrahepatic biliary ducts and gastrointestinal tract "
47785,"Anastomosis, Roux-en-Y, of intrahepatic biliary ducts and gastrointestinal tract "
47800,"Reconstruction, plastic, of extrahepatic biliary ducts with end-to-end anastomosis "
47802,U-tube hepaticoenterostomy 
47900,Suture of extrahepatic biliary duct for pre-existing injury (separate procedure) 
48000,"Placement of drains, peripancreatic, for acute pancreatitis; "
48001,"Placement of drains, peripancreatic, for acute pancreatitis; with cholecystostomy, gastrostomy, and jejunostomy "
48020,Removal of pancreatic calculus 
48100,"Biopsy of pancreas, open (eg, fine needle aspiration, needle core biopsy, wedge biopsy) "
48105,Resection or debridement of pancreas and peripancreatic tissue for acute necrotizing pancreatitis 
48120,"Excision of lesion of pancreas (eg, cyst, adenoma) "
48140,"Pancreatectomy, distal subtotal, with or without splenectomy; without pancreaticojejunostomy "
48145,"Pancreatectomy, distal subtotal, with or without splenectomy; with pancreaticojejunostomy "
48146,"Pancreatectomy, distal, near-total with preservation of duodenum (Child-type procedure) "
48148,Excision of ampulla of Vater 
48150,"Pancreatectomy, proximal subtotal with total duodenectomy, partial gastrectomy, choledochoenterostomy and gastrojejunostomy (Whipple-type procedure); with pancreatojejunostomy "
48152,"Pancreatectomy, proximal subtotal with total duodenectomy, partial gastrectomy, choledochoenterostomy and gastrojejunostomy (Whipple-type procedure); without pancreatojejunostomy "
48153,"Pancreatectomy, proximal subtotal with near-total duodenectomy, choledochoenterostomy and duodenojejunostomy (pylorus-sparing, Whipple-type procedure); with pancreatojejunostomy "
48154,"Pancreatectomy, proximal subtotal with near-total duodenectomy, choledochoenterostomy and duodenojejunostomy (pylorus-sparing, Whipple-type procedure); without pancreatojejunostomy "
48155,"Pancreatectomy, total "
48160,"Pancreatectomy, total or subtotal, with autologous transplantation of pancreas or pancreatic islet cells "
48500,Marsupialization of pancreatic cyst 
48510,"External drainage, pseudocyst of pancreas; open "
48520,Internal anastomosis of pancreatic cyst to gastrointestinal tract; direct 
48540,Internal anastomosis of pancreatic cyst to gastrointestinal tract; Roux-en-Y 
48545,Pancreatorrhaphy for injury 
48548,"Pancreaticojejunostomy, side-to-side anastomosis (Puestow-type operation) "
11970,Removal of tissue expander(s) without insertion of prosthesis removal of tissue expander(s) with insertion of prosthesis
19101,"Biopsy of breast; open, incisional"
19110,"Nipple exploration, with or without excision of a solitary lactiferous duct or a papilloma lactiferous duct"
19112,Excision of lactiferous duct fistula
19120,"Excision of cyst, fibroadenoma, or other benign or malignant tumor, aberrant breast tissue, duct lesion, nipple or areolar lesion (except 19300), open, male or female, 1 or more lesions"
19125,"Excision of breast lesion identified by pre-operative placement of radiological marker, open, single lesion "
19126,"Excision of breast lesion identified by pre-operative placement of radiological marker, open, single lesion; each additional lesion separately identified by a preoperative radiological marker (list separately in addition to code for primary procedures) excision of breast lesion identified by pre-operative placement of radiological marker, open, single lesion"
19300,Mastectomy for gynecomastia
19301,"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy);"
19302,"Mastectomy, partial (eg, lumpectomy, tylectomy, quadrantectomy, segmentectomy); with axillary lymphadenectomy"
19303,"Mastectomy, simple, complete"
19304,"Mastectomy, subcutaneous"
19305,"Mastectomy, radical, including pectoral muscles, axillary lymph nodes"
19306,"Mastectomy, radical, including pectoral muscles, axillary and internal mammary lymph nodes (Urban type operation)"
19307,"Mastectomy, modified radical, including axillary lymph nodes, with or without pectoralis minor muscle, but excluding pectoralis major muscle"
19316,Mastopexy
19318,Reduction mammaplasty
19324,"Mammaplasty, augmentation; without prosthetic implant"
19325,"Mammaplasty, augmentation; with prosthetic implant"
19328,Removal of intact mammary implant
19330,Removal of mammary implant material
19340,"Immediate insertion of breast prosthesis following mastopexy, mastectomy or in reconstruction"
19342,"Delayed insertion of breast prosthesis following mastopexy, mastectomy or in reconstruction"
19350,Nipple/areola reconstruction
19355,Correction of inverted nipples
19357,"Breast reconstruction, immediate or delayed, with tissue expander, including subsequent expansion"
19361,"Breast reconstruction with latissimus dorsi flap, without prosthetic implant"
19364,Breast reconstruction with free flap
19366,Breast reconstruction with other technique
19367,"Breast reconstruction with transverse rectus abdominis myocutaneous flap (TRAM), single pedicle, including closure of donor site;"
19368,"Breast reconstruction with transverse rectus abdominis myocutaneous flap (TRAM), single pedicle, including closure of donor site; with microvascular anastomosis (supercharging)"
19369,"Breast reconstruction with transverse rectus abdominis myocutaneous flap (TRAM), double pedicle, including closure of donor site"
19370,"Open periprosthetic capsulotomy, breast"
19371,"Periprosthetic capsulectomy, breast"
19380,Revision of reconstructed breast
32658,"Thoracoscopy, surgical; with removal of clot or foreign body from pericardial sac"
32659,"Thoracoscopy, surgical; with creation of pericardial window or partial resection of pericardial sac for drainage"
32661,"Thoracoscopy, surgical; with excision of pericardial cyst, tumor, or mass"
33020,Pericardiotomy for removal of clot or foreign body (primary procedure)
33025,Creation of pericardial window or partial resection for drainage
33030,"Pericardiectomy, subtotal or complete; without cardiopulmonary bypass"
33031,"Pericardiectomy, subtotal or complete; with cardiopulmonary bypass"
33050,Resection of pericardial cyst or tumor
33120,"Excision of intracardiac tumor, resection with cardiopulmonary bypass"
33130,Resection of external cardiac tumor
33250,"Operative ablation of supraventricular arrhythmogenic focus or pathway (eg, Wolff-Parkinson-White, atrioventricular node re-entry), tract(s) and/or focus (foci); without cardiopulmonary bypass"
33251,"Operative ablation of supraventricular arrhythmogenic focus or pathway (eg, Wolff-Parkinson-White, atrioventricular node re-entry), tract(s) and/or focus (foci); with cardiopulmonary bypass"
33254,"Operative tissue ablation and reconstruction of atria, limited (eg, modified maze procedure)"
33255,"Operative tissue ablation and reconstruction of atria, extensive (eg, maze procedure); without cardiopulmonary bypass"
33256,"Operative tissue ablation and reconstruction of atria, extensive (eg, maze procedure); with cardiopulmonary bypass"
33257,"Operative tissue ablation and reconstruction of atria, performed at the time of other cardiac procedure(s), limited (eg, modified maze procedure) (List separately in addition to code for primary procedure)"
33258,"Operative tissue ablation and reconstruction of atria, performed at the time of other cardiac procedure(s), extensive (eg, maze procedure), without cardiopulmonary bypass (List separately in addition to code for primary procedure)"
33259,"Operative tissue ablation and reconstruction of atria, performed at the time of other cardiac procedure(s), extensive (eg, maze procedure), with cardiopulmonary bypass (List separately in addition to code for primary procedure)"
33261,Operative ablation of ventricular arrhythmogenic focus with cardiopulmonary bypass
33265,"Endoscopy, surgical; operative tissue ablation and reconstruction of atria, limited (eg, modified maze procedure), without cardiopulmonary bypass"
33266,"Endoscopy, surgical; operative tissue ablation and reconstruction of atria, extensive (eg, maze procedure), without cardiopulmonary bypass "
33300,Repair of cardiac wound; without bypass 
33305,Repair of cardiac wound; with cardiopulmonary bypass 
33310,"Cardiotomy, exploratory (includes removal of foreign body, atrial or ventricular thrombus); without bypass  "
33315,"Cardiotomy, exploratory (includes removal of foreign body, atrial or ventricular thrombus); with cardiopulmonary bypass "
33365,"Transcatheter aortic valve replacement (TAVR/TAVI) with prosthetic valve; transaortic approach (eg, median sternotomy, mediastinotomy)"
33366,"Transcatheter aortic valve replacement (TAVR/TAVI) with prosthetic valve; transapical exposure (eg, left thoracotomy) "
33390,"Valvuloplasty, aortic valve, open, with cardiopulmonary bypass; simple (ie, valvotomy, debridement, debulking, and/or simple commissural resuspension)"
33391,"Valvuloplasty, aortic valve, open, with cardiopulmonary bypass; complex (eg, leaflet extension, leaflet resection, leaflet reconstruction, or annuloplasty)"
33404,Construction of apical-aortic conduit
33405,"Replacement, aortic valve, open, with cardiopulmonary bypass; with prosthetic valve other than homograft or stentless valve "
33406,"Replacement, aortic valve, with cardiopulmonary bypass; with allograft valve (freehand)"
33410,"Replacement, aortic valve, open, with cardiopulmonary bypass; with stentless tissue valve "
33411,"Replacement, aortic valve; with aortic annulus enlargement, noncoronary sinus "
33412,"Replacement, aortic valve; with transventricular aortic annulus enlargement (Konno procedure)"
33413,"Replacement, aortic valve; by translocation of autologous pulmonary valve with allograft replacement of pulmonary valve (Ross procedure) "
33414,Repair of left ventricular outflow tract obstruction by patch enlargement of the outflow tract 
33415,Resection or incision of subvalvular tissue for discrete subvalvular aortic stenosis 
33416,"Ventriculomyotomy (-myectomy) for idiopathic hypertrophic subaortic stenosis (eg, asymmetric septal hypertrophy)"
33417,Aortoplasty (gusset) for supravalvular stenosis
33420,"Valvotomy, mitral valve; closed heart"
33425,"Valvuloplasty, mitral valve, with cardiopulmonary bypass;"
33426,"Valvuloplasty, mitral valve, with cardiopulmonary bypass; with prosthetic ring"
33427,"Valvuloplasty, mitral valve, with cardiopulmonary bypass; radical reconstruction, with or without ring"
33430,"Replacement, mitral valve, with cardiopulmonary bypass"
33460,"Valvectomy, tricuspid valve, with cardiopulmonary bypass"
33463,"Valvuloplasty, tricuspid valve; without ring insertion "
33464,"Valvuloplasty, tricuspid valve; with ring insertion"
33465,"Replacement, tricuspid valve, with cardiopulmonary bypass "
33468,Tricuspid valve repositioning and plication for Ebstein anomaly
33470,"Valvotomy, pulmonary valve, closed heart; transventricular"
33471,"Valvotomy, pulmonary valve, closed heart; via pulmonary artery"
33475,"Replacement, pulmonary valve "
33476,"Right ventricular resection for infundibular stenosis, with or without commissurotomy"
33478,"Outflow tract augmentation (gusset), with or without commissurotomy or infundibular resection"
33496,Repair of non-structural prosthetic valve dysfunction with cardiopulmonary bypass (separate procedure)
33542,"Myocardial resection (eg, ventricular aneurysmectomy)"
33545,"Repair of postinfarction ventricular septal defect, with or without myocardial resection "
33548,"Surgical ventricular restoration procedure, includes prosthetic patch, when performed (eg, ventricular remodeling, SVR, SAVER, Dor procedures)"
33600,Closure of atrioventricular valve (mitral or tricuspid) by suture or patch
33602,Closure of semilunar valve (aortic or pulmonary) by suture or patch
33608,Repair of complex cardiac anomaly other than pulmonary atresia with ventricular septal defect by construction or replacement of conduit from right or left ventricle to pulmonary artery 
33610,"Repair of complex cardiac anomalies (eg, single ventricle with subaortic obstruction) by surgical enlargement of ventricular septal defect"
33611,Repair of double outlet right ventricle with intraventricular tunnel repair; 
33612,Repair of double outlet right ventricle with intraventricular tunnel repair; with repair of right ventricular outflow tract obstruction 
33615,"Repair of complex cardiac anomalies (eg, tricuspid atresia) by closure of atrial septal defect and anastomosis of atria or vena cava to pulmonary artery (simple Fontan procedure)"
33617,"Repair of complex cardiac anomalies (e.g., single ventricle by modified Fontan)"
33619,"Repair of single ventricle with aortic outflow obstruction and aortic arch hypoplasia (hypoplastic left heart syndrome) (eg, Norwood procedure)"
33641,"Repair atrial septal defect, secundum, with cardiopulmonary bypass, with or without patch "
33645,"Direct or patch closure, sinus venosus, with or without anomalous pulmonary venous drainage "
33647,"Repair of atrial septal defect and ventricular septal defect, with direct or patch closure "
33660,"Repair of incomplete or partial atrioventricular canal (ostium primum atrial septal defect), with or without atrioventricular valve repair "
33665,"Repair of intermediate or transitional atrioventricular canal, with or without atrioventricular valve repair "
33670,"Repair of complete atrioventricular canal, with or without prosthetic valve "
33675,Closure of multiple ventricular septal defects; 
33676,Closure of multiple ventricular septal defects; with pulmonary valvotomy or infundibular resection (acyanotic) 
33677,"Closure of multiple ventricular septal defects; with removal of pulmonary artery band, with or without gusset "
33681,"Closure of single ventricular septal defect, with or without patch; "
33684,"Closure of single ventricular septal defect, with or without patch; with pulmonary valvotomy or infundibular resection (acyanotic) "
33688,"Closure of single ventricular septal defect, with or without patch; with removal of pulmonary artery band, with or without gusset "
33692,Complete repair tetralogy of Fallot without pulmonary atresia;
33697,Complete repair tetralogy of Fallot with pulmonary atresia including construction of conduit from right ventricle to pulmonary artery and closure of ventricular septal defect
33702,"Repair sinus of Valsalva fistula, with cardiopulmonary bypass; "
33710,"Repair sinus of Valsalva fistula, with cardiopulmonary bypass; with repair of ventricular septal defect "
33720,"Repair sinus of Valsalva aneurysm, with cardiopulmonary bypass "
33722,Closure of aortico-left ventricular tunnel 
33732,Repair of cor triatriatum or supravalvular mitral ring by resection of left atrial membrane
33735,Atrial septectomy or septostomy; closed heart (Blalock-Hanlon type operation) 
33736,Atrial septectomy or septostomy; open heart with cardiopulmonary bypass 
33737,"Atrial septectomy or septostomy; open heart, with inflow occlusion "
33770,Repair of transposition of the great arteries with ventricular septal defect and subpulmonary stenosis; without surgical enlargement of ventricular septal defect
33774,"Repair of transposition of the great arteries, atrial baffle procedure (eg, Mustard or Senning type) with cardiopulmonary bypass;"
33776,"Repair of transposition of the great arteries, atrial baffle procedure (eg, Mustard or Senning type) with cardiopulmonary bypass; with closure of ventricular septal defect "
33780,"Repair of transposition of the great arteries, aortic pulmonary artery reconstruction (eg, Jatene type); with closure of ventricular septal defect "
33782,"Aortic root translocation with ventricular septal defect and pulmonary stenosis repair (ie, Nikaidoh procedure); without coronary ostium reimplantation "
33783,"Aortic root translocation with ventricular septal defect and pulmonary stenosis repair (ie, Nikaidoh procedure); with reimplantation of 1 or both coronary ostia "
33786,"Total repair, truncus arteriosus (Rastelli type operation)"
33813,Obliteration of aortopulmonary septal defect; without cardiopulmonary bypass 
33814,Obliteration of aortopulmonary septal defect; with cardiopulmonary bypass 
33920,"Repair of pulmonary atresia with ventricular septal defect, by construction or replacement of conduit from right or left ventricle to pulmonary artery"
0051T,Implantation of a total replacement heart system (artificial heart) with recipient cardiectomy 
0052T,"Replacement or repair of implantable component or components of total replacement heart system (artificial heart), thoracic unit "
0053T,"Replacement or repair of implantable component or components of total replacement heart system (artificial heart), excluding thoracic unit "
33510,"Coronary artery bypass, vein only; single coronary venous graft"
33511,"Coronary artery bypass, vein only; 2 coronary venous grafts"
33512,"Coronary artery bypass, vein only; 3 coronary venous grafts"
33513,"Coronary artery bypass, vein only; 4 coronary venous grafts"
33533,"Coronary artery bypass, using arterial graft(s); single arterial graft"
33534,"Coronary artery bypass, using arterial graft(s); 2 coronary arterial grafts"
33535,"Coronary artery bypass, using arterial graft(s); 3coronary arterial grafts"
33536,"Coronary artery bypass, using arterial graft(s);  4 or moreoronary arterial grafts"
35301,"Thromboendarterectomy, including patch graft, if performed; carotid, vertebral, subclavian, by neck incision"
35390,"Reoperation, carotid, thromboendarterectomy, more than 1 month after original operation (List separately in addition to code for primary procedure)"
47480,"Cholecystotomy or cholecystostomy, open, with exploration, drainage, or removal of calculus (separate procedure)"
47562,"Laparoscopy, surgical; cholecystectomy"
47563,"Laparoscopy, surgical; cholecystectomy with cholangiography"
47564,"Laparoscopy, surgical; cholecystectomy with exploration of common duct "
47570,"Laparoscopy, surgical; cholecystoenterostomy "
47600,Cholecystectomy;
47605,Cholecystectomy; with cholangiography
47610,Cholecystectomy with exploration of common duct; 
47612,Cholecystectomy with exploration of common duct; with choledochoenterostomy 
47620,"Cholecystectomy with exploration of common duct; with transduodenal sphincterotomy or sphincteroplasty, with or without cholangiography "
47720,Cholecystoenterostomy; direct 
47721,Cholecystoenterostomy; with gastroenterostomy 
47740,Cholecystoenterostomy; Roux-en-Y 
47741,Cholecystoenterostomy; Roux-en-Y with gastroenterostomy 
44025,"Colotomy, for exploration, biopsy(s), or foreign body removal"
44110,"Excision of 1 or more lesions of small or large intestine not requiring anastomosis, exteriorization, or fistulization; single enterotomy"
44111,"Excision of 1 or more lesions of small or large intestine not requiring anastomosis, exteriorization, or fistulization; multiple enterotomies"
44130,"Enteroenterostomy, anastomosis of intestine, with or without cutaneous enterostomy (separate procedure)"
44137,"Removal of transplanted intestinal allograft, complete"
44139,Mobilization (take-down) of splenic flexure performed in conjunction with partial colectomy (List separately in addition to primary procedure)
44140,"Colectomy, partial; with anastomosis"
44141,"Colectomy, partial; with skin level cecostomy or colostomy"
44143,"Colectomy, partial; with end colostomy and closure of distal segment (Hartmann type procedure)"
44144,"Colectomy, partial; with resection, with colostomy or ileostomy and creation of mucofistula"
44145,"Colectomy, partial; with coloproctostomy (low pelvic anastomosis)"
44146,"Colectomy, partial; with coloproctostomy (low pelvic anastomosis), with colostomy"
44147,"Colectomy, partial; abdominal and transanal approach"
44150,"Colectomy, total, abdominal, without proctectomy; with ileostomy or ileoproctostomy"
44151,"Colectomy, total, abdominal, without proctectomy; with continent ileostomy"
44155,"Colectomy, total, abdominal, with proctectomy; with ileostomy"
44156,"Colectomy, total, abdominal, with proctectomy; with continent ileostomy"
44157,"Colectomy, total, abdominal, with proctectomy; with ileoanal anastomosis, includes loop ileostomy, and rectal mucosectomy, when performed"
44158,"Colectomy, total, abdominal, with proctectomy; with ileoanal anastomosis, creation of ileal reservoir (S or J), includes loop ileostomy, and rectal mucosectomy, when performed"
44160,"Colectomy, partial, with removal of terminal ileum with ileocolostomy"
44188,"Laparoscopy, surgical, colostomy or skin level cecostomy"
44204,"Laparoscopy, surgical; colectomy, partial, with anastomosis"
44205,"Laparoscopy, surgical; colectomy, partial, with removal of terminal ileum with ileocolostomy"
44206,"Laparoscopy, surgical; colectomy, partial, with end colostomy and closure of distal segment (Hartmann type procedure)"
44207,"Laparoscopy, surgical; colectomy, partial, with anastomosis, with coloproctostomy (low pelvic anastomosis)"
44208,"Laparoscopy, surgical; colectomy, partial, with anastomosis, with coloproctostomy (low pelvic anastomosis) with colostomy"
44210,"Laparoscopy, surgical; colectomy, total, abdominal, without proctectomy, with ileostomy or ileoproctostomy"
44211,"Laparoscopy, surgical; colectomy, total, abdominal, with proctectomy, with ileoanal anastomosis, creation of ileal reservoir (S or J), with loop ileostomy, includes rectal mucosectomy, when performed"
44212,"Laparoscopy, surgical; colectomy, total, abdominal, with proctectomy, with ileostomy"
44213,"Laparoscopy, surgical, mobilization (take-down) of splenic flexure performed in conjunction with partial colectomy (List separately in addition to primary procedure)"
44227,"Laparoscopy, surgical, closure of enterostomy, large or small intestine, with resection and anastomosis"
44320,Colostomy or skin level cecostomy;
44322,"Colostomy or skin level cecostomy; with multiple biopsies (eg, for congenital megacolon) (separate procedure)"
44340,Revision of colostomy; simple (release of superficial scar) (separate procedure)
44345,Revision of colostomy; complicated (reconstruction in-depth) (separate procedure)
44346,Revision of colostomy; with repair of paracolostomy hernia (separate procedure)
44604,"Suture of large intestine (colorrhaphy) for perforated ulcer, diverticulum, wound, injury or rupture (single or multiple perforations); without colostomy"
44605,"Suture of large intestine (colorrhaphy) for perforated ulcer, diverticulum, wound, injury or rupture (single or multiple perforations); with colostomy"
44620,"Closure of enterostomy, large or small intestine"
44625,"Closure of enterostomy, large or small intestine; with resection and anastomosis other than colorectal"
44626,"Closure of enterostomy, large or small intestine; with resection and colorectal anastomosis (eg, closure of Hartmann type procedure)"
57307,"Closure of rectovaginal fistula; abdominal approach, with concomitant colostomy"
61105,Twist drill hole for subdural or ventricular puncture
61107,"Twist drill hole(s) for subdural, intracerebral, or ventricular puncture; for implanting ventricular catheter, pressure recording device, or other intracerebral monitoring device"
61108,"Twist drill hole(s) for subdural, intracerebral, or ventricular puncture; for evacuation and/or drainage of subdural hematoma"
61120,"Burr hole(s) for ventricular puncture (including injection of gas, contrast media, dye, or radioactive material)"
61140,Burr hole(s) or trephine; with biopsy of brain or intracranial lesion
61150,Burr hole(s) or trephine; with drainage of brain abscess or cyst
61151,Burr hole(s) or trephine; with subsequent tapping (aspiration) of intracranial abscess or cyst
61154,"Burr hole(s) with evacuation and/or drainage of hematoma, extradural or subdural"
61156,"Burr hole(s); with aspiration of hematoma or cyst, intracerebral"
61210,"Burr hole(s); for implanting ventricular catheter, reservoir, EEG electrode(s), pressure recording device, or other cerebral monitoring device (separate procedure)"
61250,"Burr hole(s) or trephine, supratentorial, exploratory, not followed by other surgery"
61253,"Burr hole(s) or trephine, infratentorial, unilateral or bilateral"
61304,"Craniectomy or craniotomy, exploratory; supratentorial"
61305,"Craniectomy or craniotomy, exploratory; infratentorial (posterior fossa)"
61312,"Craniectomy or craniotomy for evacuation of hematoma, supratentorial; extradural or subdural"
61313,"Craniectomy or craniotomy for evacuation of hematoma, supratentorial; intracerebral"
61314,"Craniectomy or craniotomy for evacuation of hematoma, infratentorial; extradural or subdural"
61315,"Craniectomy or craniotomy for evacuation of hematoma, infratentorial; intracerebellar"
61320,"Craniectomy or craniotomy, drainage of intracranial abscess; supratentorial"
61321,"Craniectomy or craniotomy, drainage of intracranial abscess; infratentorial"
